Name,URL,Website,LinkedIn,Email,Phone,City/Region,BC Region,Category,AI Focus Areas,Year Founded,Size,Short Blurb,Key People,Latitude,Longitude,Logo,PercentComplete
"Thompson Rivers University Computer Science","https://www.notion.so/Thompson-Rivers-University-Computer-Science-23fc6f799a3381269330f12d98fbfc33",0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,47
"University of Victoria AI and Machine Learning Lab","https://www.notion.so/University-of-Victoria-AI-and-Machine-Learning-Lab-23fc6f799a338180b520d7d06882bfcc",0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,47
"UBC Biomedical Research Facility","https://www.notion.so/UBC-Biomedical-Research-Facility-23fc6f799a33816d8b8bccb2de125782",0,0,0,0,1,1,1,1,1,0,0,0,1,1,0,47
"CareConnect","https://www.notion.so/CareConnect-23fc6f799a3381128c19dc29c0fa82cd",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"Evergrow","https://www.notion.so/Evergrow-23fc6f799a3381af970bcacdc52867b9",0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,47
"Rally Legal","https://www.notion.so/Rally-Legal-23fc6f799a3381589322c541c2875958",0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,47
"OceanWise","https://www.notion.so/OceanWise-23fc6f799a338112a610f27e2c6659b7",0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,47
"Vancouver PropTech Ecosystem","https://www.notion.so/Vancouver-PropTech-Ecosystem-23fc6f799a3381dab817f60850be7439",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"ConstructAI","https://www.notion.so/ConstructAI-23fc6f799a338178a264cf1080d7a214",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"BuildingOS","https://www.notion.so/BuildingOS-23fc6f799a338131a7aaec527c83d5bc",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"Neptune Terminals AI Operations","https://www.notion.so/Neptune-Terminals-AI-Operations-23fc6f799a33811481cbfb32f74070f6",0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,47
"RCAB Advanced Manufacturing Laboratory","https://www.notion.so/RCAB-Advanced-Manufacturing-Laboratory-23fc6f799a3381af831cdc94fc73ff56",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"BC Actuarial AI Society","https://www.notion.so/BC-Actuarial-AI-Society-23fc6f799a338194b0b2db7100986372",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"BC Financial AI Compliance Initiative","https://www.notion.so/BC-Financial-AI-Compliance-Initiative-23fc6f799a33818b9bb7f44434344d46",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"BC Clean Energy Innovation Program","https://www.notion.so/BC-Clean-Energy-Innovation-Program-23fc6f799a33811fb562da55cb3247bf",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"Stellantis LG Energy Solution BC Partnership","https://www.notion.so/Stellantis-LG-Energy-Solution-BC-Partnership-23fc6f799a338148881dc34f8a9d58ac",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"Government Cybersecurity Showcase BC","https://www.notion.so/Government-Cybersecurity-Showcase-BC-23fc6f799a3381cfbda7c09641bb4e05",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"BCIT Centre of Excellence for Aerospace","https://www.notion.so/BCIT-Centre-of-Excellence-for-Aerospace-23fc6f799a33817e9340e054334d746e",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"UNBC Computer Science Department","https://www.notion.so/UNBC-Computer-Science-Department-23fc6f799a3381f99f66e769aa7008d9",0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,47
"Coast Capital Savings Innovation Centre","https://www.notion.so/Coast-Capital-Savings-Innovation-Centre-23fc6f799a3381fea266e15731bf1915",0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,47
"BCIT Applied Artificial Intelligence Program","https://www.notion.so/BCIT-Applied-Artificial-Intelligence-Program-23fc6f799a33813187e9d4863fddaf3a",0,1,0,0,1,1,1,0,0,0,1,0,1,1,0,47
"Providence Health & IBM Centre for Heart Lung Innovation","https://www.notion.so/Providence-Health-IBM-Centre-for-Heart-Lung-Innovation-1f1c6f799a338134a2dce2f394f5db0f",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"WildlifeAI","https://www.notion.so/WildlifeAI-1f1c6f799a33812bad85c3272a1c507b",0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,47
"Bayes Studio","https://www.notion.so/Bayes-Studio-1f1c6f799a33813eb7e0f4510f9d395e",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"Pieoneers","https://www.notion.so/Pieoneers-1f1c6f799a338109b57fef1a32ba627e",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"Inoxoft","https://www.notion.so/Inoxoft-1f1c6f799a3381feb3a6d225759c9a4b",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"TELUS","https://www.notion.so/TELUS-1f1c6f799a3381e6bad9ec0e66ae4892",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"Victoria Data Society","https://www.notion.so/Victoria-Data-Society-1f0c6f799a3381e08acdd38e02381120",0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,47
"Foresight Canada","https://www.notion.so/Foresight-Canada-1f0c6f799a3381e593b5d988f84c21d8",0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,47
"Accelerate Okanagan","https://www.notion.so/Accelerate-Okanagan-1f0c6f799a3381208011c9d40512fa2c",0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,47
"Life Sciences BC (LSBC)","https://www.notion.so/Life-Sciences-BC-LSBC-1f0c6f799a3381fb8860e5972ef35fda",1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,47
"Vancouver Robotics Club (VRC)","https://www.notion.so/Vancouver-Robotics-Club-VRC-1f0c6f799a338104a652fbd0214ff157",1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,47
"Web 3.0 Vancouver","https://www.notion.so/Web-3-0-Vancouver-1f0c6f799a3381ec8478f475659d3141",1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,47
"YVR Crypto Network","https://www.notion.so/YVR-Crypto-Network-1f0c6f799a3381c28546f9563605e1e8",1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,47
"Ethereum Vancouver (EthVan)","https://www.notion.so/Ethereum-Vancouver-EthVan-1f0c6f799a3381e485f2ca1c7fbb3903",1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,47
"GenAI & LLMs Developers","https://www.notion.so/GenAI-LLMs-Developers-1f0c6f799a3381c2b930ec1cd19e8bf4",1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,47
"BBTV Holdings","https://www.notion.so/BBTV-Holdings-240c6f799a3381d49f4ad3d6be9635b9",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Enterra Feed","https://www.notion.so/Enterra-Feed-240c6f799a3381df8269c0d2dbd6bd85",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Lucent BioSciences","https://www.notion.so/Lucent-BioSciences-240c6f799a3381938664e813026c04bf",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Eupraxia Pharmaceuticals","https://www.notion.so/Eupraxia-Pharmaceuticals-240c6f799a338195b80cd3ac7a6f2825",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Aurinia Pharmaceuticals","https://www.notion.so/Aurinia-Pharmaceuticals-240c6f799a33818aa526ca1621f97465",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Chimp","https://www.notion.so/Chimp-240c6f799a3381fcbfebf9c49eb55e64",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Reebee","https://www.notion.so/Reebee-240c6f799a33814b9233fbb143d64dc2",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Loop Energy","https://www.notion.so/Loop-Energy-240c6f799a3381aebd2cfa145e84bf0e",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Corvus Energy","https://www.notion.so/Corvus-Energy-240c6f799a338117944bf16f17371048",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Response Biomedical","https://www.notion.so/Response-Biomedical-240c6f799a3381e49425e8ea3ffbdba1",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Relic Entertainment","https://www.notion.so/Relic-Entertainment-240c6f799a338185b724cc5bfc9f81c9",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Phoenix Labs","https://www.notion.so/Phoenix-Labs-240c6f799a33813092b3de589fea8287",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Sendwithus","https://www.notion.so/Sendwithus-240c6f799a33815ab4e0f1ee3486b78e",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Bench Accounting","https://www.notion.so/Bench-Accounting-240c6f799a33810db29bef9ffb9b1448",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Kiind","https://www.notion.so/Kiind-240c6f799a338115a5e3eb4165862ca4",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Bron Studios","https://www.notion.so/Bron-Studios-240c6f799a338143b57bede5f466a398",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Thunderbird Entertainment","https://www.notion.so/Thunderbird-Entertainment-240c6f799a3381ffbe3fc7d7c97fc191",1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,53
"Cohere Health Vancouver","https://www.notion.so/Cohere-Health-Vancouver-240c6f799a33811bbdf0c46ae8a64687",1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,53
"Microsoft VCH AI Partnership","https://www.notion.so/Microsoft-VCH-AI-Partnership-23fc6f799a33819f96ace9784041a029",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BCIT Applied Research Centre for Sustainability Energy and Resource Innovations","https://www.notion.so/BCIT-Applied-Research-Centre-for-Sustainability-Energy-and-Resource-Innovations-23fc6f799a3381b5ad09c285d08d695c",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Unity Muse Vancouver Community","https://www.notion.so/Unity-Muse-Vancouver-Community-23fc6f799a3381d78723efbf5829fe6b",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"External Development Summit Vancouver","https://www.notion.so/External-Development-Summit-Vancouver-23fc6f799a3381aaa1cfd69182e824b9",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC Forest Innovation and Bioeconomy Manufacturing Program","https://www.notion.so/BC-Forest-Innovation-and-Bioeconomy-Manufacturing-Program-23fc6f799a338111a043df271f8e95a0",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"CFS Mass Timber Innovation and Research Lab","https://www.notion.so/CFS-Mass-Timber-Innovation-and-Research-Lab-23fc6f799a33817f9b57caa969f4554f",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"MiningTech North America Conference","https://www.notion.so/MiningTech-North-America-Conference-23fc6f799a3381bda9f6eabdb1a08712",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Southern Cross Gold BC","https://www.notion.so/Southern-Cross-Gold-BC-23fc6f799a33812c96c2fbea33cb386a",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Farmonaut BC","https://www.notion.so/Farmonaut-BC-23fc6f799a338198bad8dabc55067107",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC Industry Partners AI Consortium","https://www.notion.so/BC-Industry-Partners-AI-Consortium-23fc6f799a33810486a0d0e1957e632c",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Vancouver PropTech Hub","https://www.notion.so/Vancouver-PropTech-Hub-23fc6f799a3381f584f1f3f6008f3c8e",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Fraser Surrey Docks","https://www.notion.so/Fraser-Surrey-Docks-23fc6f799a33811c90eafa87642b56ca",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"VFPA Terminal 2 Project","https://www.notion.so/VFPA-Terminal-2-Project-23fc6f799a3381bb92fde9408c52e19c",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Deltaport Container Terminal","https://www.notion.so/Deltaport-Container-Terminal-23fc6f799a338125a0e7f7c920e4b8e8",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Neptune Terminals","https://www.notion.so/Neptune-Terminals-23fc6f799a3381bf9525c79e16ff3a40",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"TIABC AI Workshop Initiative","https://www.notion.so/TIABC-AI-Workshop-Initiative-23fc6f799a338171b9e3d5790556b24f",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Site C Hydroelectric Project AI Division","https://www.notion.so/Site-C-Hydroelectric-Project-AI-Division-23fc6f799a33817eb1c3f51e7c86c7ca",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC Hydro Electrification Initiative","https://www.notion.so/BC-Hydro-Electrification-Initiative-23fc6f799a3381e5b4e9f62e69011c60",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Vancouver International Privacy Security Summit","https://www.notion.so/Vancouver-International-Privacy-Security-Summit-23fc6f799a3381eaa951fa3fb05d806f",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"DevFest YVR / AI Summit Vancouver","https://www.notion.so/DevFest-YVR-AI-Summit-Vancouver-23fc6f799a338138bbc5e89ce17ed21c",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"InBC Life Sciences Fund","https://www.notion.so/InBC-Life-Sciences-Fund-23fc6f799a3381cbba45fff149c337c7",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Digital Technology Supercluster Healthtech Initiative","https://www.notion.so/Digital-Technology-Supercluster-Healthtech-Initiative-23fc6f799a3381c0816ed93782f79461",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Microsoft Vancouver Coastal Health Partnership","https://www.notion.so/Microsoft-Vancouver-Coastal-Health-Partnership-23fc6f799a33811bab60d14ce505d900",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC AI in Education Initiative","https://www.notion.so/BC-AI-in-Education-Initiative-23fc6f799a3381b0acdeee67f82cd45a",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Tutor Lily Inc","https://www.notion.so/Tutor-Lily-Inc-23fc6f799a338148a2c0dfbd2d59dc5c",1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"B.C. Centre for Innovation and Clean Energy (CICE)","https://www.notion.so/B-C-Centre-for-Innovation-and-Clean-Energy-CICE-23fc6f799a3381928f87ca7b4e44245c",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"GreenMeter AI","https://www.notion.so/GreenMeter-AI-23fc6f799a33819c8e7bf51b33bdbd16",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"3D AI Studio Vancouver","https://www.notion.so/3D-AI-Studio-Vancouver-23fc6f799a3381808bb2f24d31f306ad",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"Radical Entertainment","https://www.notion.so/Radical-Entertainment-23fc6f799a338189899edb8ddbe0a7e7",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"BC Ocean and Marine Industry Association","https://www.notion.so/BC-Ocean-and-Marine-Industry-Association-23fc6f799a33810580c3c16bbe504b77",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"Ocean Networks Canada AI Lab","https://www.notion.so/Ocean-Networks-Canada-AI-Lab-23fc6f799a3381759d32f25c9d28bcdc",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"Kamloops Exploration Group","https://www.notion.so/Kamloops-Exploration-Group-23fc6f799a338143b3b9e60509578494",0,1,0,0,1,1,1,0,1,0,1,0,1,1,0,53
"BC Agritech Training Initiative","https://www.notion.so/BC-Agritech-Training-Initiative-23fc6f799a3381b8a8bec89cb321113a",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Semios","https://www.notion.so/Semios-23fc6f799a33814e8017dc7032e0a223",0,0,0,0,1,1,1,0,1,0,1,1,1,1,0,53
"BC Skills Training AI Initiative","https://www.notion.so/BC-Skills-Training-AI-Initiative-23fc6f799a3381f3847aeacf249abde2",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"BC Construction Technology Initiative","https://www.notion.so/BC-Construction-Technology-Initiative-23fc6f799a338128acc9f9a5f682700d",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"Site C Hydroelectric AI Integration","https://www.notion.so/Site-C-Hydroelectric-AI-Integration-23fc6f799a338168a8d3e3ab12e3bfd7",0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,53
"FreshGrade","https://www.notion.so/FreshGrade-23fc6f799a3381d3ba7bec6d97c25599",0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,53
"Echosec Systems","https://www.notion.so/Echosec-Systems-23fc6f799a3381aeb260ef444fc8da29",1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,53
"Lila Sciences","https://www.notion.so/Lila-Sciences-23fc6f799a3381bd9350c961f893f1a3",1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,53
"Defang Software Labs","https://www.notion.so/Defang-Software-Labs-23fc6f799a3381868f0ee8b02eef3dc0",1,1,0,0,1,1,1,0,1,0,0,0,1,1,0,53
"Rubriz AI","https://www.notion.so/Rubriz-AI-23dc6f799a338166a7eaea87a1598ff0",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"VentureLabs Accelerator","https://www.notion.so/VentureLabs-Accelerator-23dc6f799a33810eb523d0c453d22ed6",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Upper Nicola Band AI Data Centre","https://www.notion.so/Upper-Nicola-Band-AI-Data-Centre-23dc6f799a338122acc6e0760907de40",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Graphics, Artificial Intelligence, Design, and Games (GAIDG) Lab","https://www.notion.so/Graphics-Artificial-Intelligence-Design-and-Games-GAIDG-Lab-23dc6f799a33811183dacc25b52cfc56",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"PioGroup Software","https://www.notion.so/PioGroup-Software-23dc6f799a33815b9ab5f28a40ceb48c",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Adastra","https://www.notion.so/Adastra-23dc6f799a33811c82cce99db3585c35",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Hugo","https://www.notion.so/Hugo-23dc6f799a33817dae48ed7cbd8c346f",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Grammarly","https://www.notion.so/Grammarly-23dc6f799a3381fb866ad8a83fd5fed7",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Fujitsu","https://www.notion.so/Fujitsu-23dc6f799a3381c88d6ffd8162eeca73",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Bridge2AI","https://www.notion.so/Bridge2AI-23dc6f799a3381e6a90de7db0c0a3874",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"Brainix","https://www.notion.so/Brainix-23dc6f799a33817ba509ebd8e18b3837",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"boilerroom.ai","https://www.notion.so/boilerroom-ai-23dc6f799a33812e8beaef99c88d2ae5",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"Bizzer AI","https://www.notion.so/Bizzer-AI-23dc6f799a33815d99bbfd82c0625bad",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"Amass AI","https://www.notion.so/Amass-AI-23dc6f799a3381ecbd1ccf8c4ae8f48a",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"AIMA Inc","https://www.notion.so/AIMA-Inc-23dc6f799a338120be84d8574c230327",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"AI Stock Watch","https://www.notion.so/AI-Stock-Watch-23dc6f799a3381938fffc7a57412c607",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"Advertising Intelligence (ADINT.AI)","https://www.notion.so/Advertising-Intelligence-ADINT-AI-23dc6f799a33810b9aeed193262b9e46",1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,53
"mCloud","https://www.notion.so/mCloud-23dc6f799a33819f94fac87091cb3fe0",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Owl.co","https://www.notion.so/Owl-co-23dc6f799a33815aa13ec6838cb71ff1",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Deadwood Innovations","https://www.notion.so/Deadwood-Innovations-23dc6f799a338109bd91ed461dd4d4a2",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Haoma Health","https://www.notion.so/Haoma-Health-23dc6f799a33819983cfdfa13ef9bfdd",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"TELUS Sovereign AI Factories","https://www.notion.so/TELUS-Sovereign-AI-Factories-23dc6f799a33812ebd98e5c2f4527238",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Safari AI","https://www.notion.so/Safari-AI-23dc6f799a33814bbe91d4b607c90f90",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"BLUESENSE AI","https://www.notion.so/BLUESENSE-AI-23dc6f799a3381149f1fd73d73605bc6",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Creative Destruction Lab Vancouver (CDL-Vancouver)","https://www.notion.so/Creative-Destruction-Lab-Vancouver-CDL-Vancouver-23dc6f799a3381079a58e45e1089f75f",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Empirical Results","https://www.notion.so/Empirical-Results-23dc6f799a3381dab2b3dc665991fe1c",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"T4G","https://www.notion.so/T4G-23dc6f799a3381878e11d0d922efcb13",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Orishnal Digital Services","https://www.notion.so/Orishnal-Digital-Services-236c6f799a33811e8944ff2a0c1495f1",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"The Number","https://www.notion.so/The-Number-236c6f799a338106aa09c02ac2d2d8fd",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"deltAlyz Canada","https://www.notion.so/deltAlyz-Canada-236c6f799a338155bb2bec8b92feeecf",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Canada Techs","https://www.notion.so/Canada-Techs-236c6f799a33817d89d6ebc63e77de35",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Auryon.ai","https://www.notion.so/Auryon-ai-236c6f799a3381c3b10ecde9b61ff604",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"QueerTech QT Founders Catalyst Program","https://www.notion.so/QueerTech-QT-Founders-Catalyst-Program-236c6f799a3381738f1fc78dae3e264f",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"OneFeather","https://www.notion.so/OneFeather-236c6f799a3381f196b8fc27ff5bed42",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Mind AI & Consciousness","https://www.notion.so/Mind-AI-Consciousness-236c6f799a3381dcaa93fede1d426737",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Squamish AI (Stawamus Syntax)","https://www.notion.so/Squamish-AI-Stawamus-Syntax-236c6f799a3381058873e7d3cbed5b26",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Womxn's AI (Vancouver)","https://www.notion.so/Womxn-s-AI-Vancouver-236c6f799a3381da971af0515e1d93a4",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Surrey AI","https://www.notion.so/Surrey-AI-236c6f799a3381e2a0c0ce459dd4cb7c",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Raven Indigenous Capital Partners","https://www.notion.so/Raven-Indigenous-Capital-Partners-236c6f799a3381e89bb6e504070cb891",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Active Impact Investments","https://www.notion.so/Active-Impact-Investments-236c6f799a338132b33df870888617ee",0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,53
"Deloitte Omnia AI","https://www.notion.so/Deloitte-Omnia-AI-1f1c6f799a3381aaad1bf8d94c3ff80a",0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,53
"Vancouver Angel Network (VANTEC)","https://www.notion.so/Vancouver-Angel-Network-VANTEC-1f1c6f799a3381e1a426c859bc1e856b",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"Finn.ai","https://www.notion.so/Finn-ai-1f1c6f799a3381fd9a9dffd755e9c5dc",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"Dooly.ai","https://www.notion.so/Dooly-ai-1f1c6f799a33817caad0f1f298dc2dd2",1,0,0,0,1,1,1,1,0,0,1,0,1,1,0,53
"AI Network of BC (AInBC)","https://www.notion.so/AI-Network-of-BC-AInBC-1f0c6f799a3381abadd3fa38a3bbcc71",1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,53
"Women in ML & Data Science (WiMLDS YVR)","https://www.notion.so/Women-in-ML-Data-Science-WiMLDS-YVR-1f0c6f799a3381b3b10cefbaf7d78668",1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,53
"LLM & AI Meetup (Vancouver)","https://www.notion.so/LLM-AI-Meetup-Vancouver-1f0c6f799a3381289488d439ceb836fd",1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,53
"MetaVRse","https://www.notion.so/MetaVRse-240c6f799a3381e98195d7fcbe4a68c7",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Ayogo Health","https://www.notion.so/Ayogo-Health-240c6f799a33819d8407d62081146def",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Verge Agriculture","https://www.notion.so/Verge-Agriculture-240c6f799a33810294d5de10d96a8db4",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Careteam Technologies","https://www.notion.so/Careteam-Technologies-240c6f799a3381e5aaadf23c3cd7d053",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Unbounce","https://www.notion.so/Unbounce-240c6f799a3381509b32ff02f59cf619",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Routific","https://www.notion.so/Routific-240c6f799a3381e89fd0f9e2c738c2e6",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"1Password","https://www.notion.so/1Password-240c6f799a338169b3bbf0b289a1a81c",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Properly","https://www.notion.so/Properly-240c6f799a338166ba45d1a733b3a2c5",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Rentberry","https://www.notion.so/Rentberry-240c6f799a33814db89fc5e0a63eb9ed",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Showbie","https://www.notion.so/Showbie-240c6f799a338127894ccf822cde3764",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Manzil","https://www.notion.so/Manzil-240c6f799a33812681caf2733076e237",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Tenstorrent","https://www.notion.so/Tenstorrent-240c6f799a338145a710c943a5fee40f",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"LlamaZOO","https://www.notion.so/LlamaZOO-240c6f799a338101a70cde9c3f1c87a8",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Copperleaf Technologies","https://www.notion.so/Copperleaf-Technologies-240c6f799a33812a811fe3bfd542011c",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
"Symend","https://www.notion.so/Symend-240c6f799a33818b9b11d5f5da660793",1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,60
